Tool;Scenario;RunName;RunIndex;MetricName;MetricValue
SQLSIBenchmarkExecutor;vgu100;Query5Opt;1;ExecutionTimeSecs;0.053326023
SQLSIBenchmarkExecutor;vgu200;Query5Opt;1;ExecutionTimeSecs;0.13918766
SQLSIBenchmarkExecutor;vgu300;Query5Opt;1;ExecutionTimeSecs;0.275026004
SQLSIBenchmarkExecutor;vgu400;Query5Opt;1;ExecutionTimeSecs;0.492970911
SQLSIBenchmarkExecutor;vgu500;Query5Opt;1;ExecutionTimeSecs;0.767624254
SQLSIBenchmarkExecutor;vgu600;Query5Opt;1;ExecutionTimeSecs;1.149971574
SQLSIBenchmarkExecutor;vgu700;Query5Opt;1;ExecutionTimeSecs;1.542528822
SQLSIBenchmarkExecutor;vgu800;Query5Opt;1;ExecutionTimeSecs;2.499655126
SQLSIBenchmarkExecutor;vgu900;Query5Opt;1;ExecutionTimeSecs;2.806584908
SQLSIBenchmarkExecutor;vgu1000;Query5Opt;1;ExecutionTimeSecs;3.909919702
SQLSIBenchmarkExecutor;vgu100;Query5Opt;2;ExecutionTimeSecs;0.045123079
SQLSIBenchmarkExecutor;vgu200;Query5Opt;2;ExecutionTimeSecs;0.13241425
SQLSIBenchmarkExecutor;vgu300;Query5Opt;2;ExecutionTimeSecs;0.275458901
SQLSIBenchmarkExecutor;vgu400;Query5Opt;2;ExecutionTimeSecs;1.06737692
SQLSIBenchmarkExecutor;vgu500;Query5Opt;2;ExecutionTimeSecs;0.813202017
SQLSIBenchmarkExecutor;vgu600;Query5Opt;2;ExecutionTimeSecs;2.469073481
SQLSIBenchmarkExecutor;vgu700;Query5Opt;2;ExecutionTimeSecs;1.54163218
SQLSIBenchmarkExecutor;vgu800;Query5Opt;2;ExecutionTimeSecs;2.668570518
SQLSIBenchmarkExecutor;vgu900;Query5Opt;2;ExecutionTimeSecs;3.136780204
SQLSIBenchmarkExecutor;vgu1000;Query5Opt;2;ExecutionTimeSecs;3.812275202
SQLSIBenchmarkExecutor;vgu100;Query5Opt;3;ExecutionTimeSecs;0.052628449
